LaptopID,Company,Type,Inches,ScreenAndRes,Screen,Resolution,CpuMan,CPU/Withclock,CPU,Ram,Ram(GB),Storage(Primary),Storage(Secondary),Storage(P(GB)),Storage(S(GB)),Storage(GB),Gpu,OS
466,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.7GHz,Core i7 7700HQ 2.7GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1060,Windows 10
962,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,IPS Panel 4K Ultra HD ,3840x2160,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,16GB,16,1TB SSD,,1000,0,"1,000",Nvidia Quadro M520M,Windows 10
751,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,8GB,8,1TB SSD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
71,Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,12GB,12,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
505,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,12GB,12,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
335,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Quad HD+ / Touchscreen ,3200x1800,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,16GB,16,1TB SSD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
1060,Lenovo,Ultrabook,14,IPS Panel 2560x1440,IPS Panel ,2560x1440,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,16GB,16,1TB SSD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
517,Dell,Notebook,15.6,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,16GB,16,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10
964,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
1023,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,Windows 10
80,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10
379,Dell,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Linux
388,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GT 940MX,Windows 10
548,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux
685,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10
722,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon 530,Windows 10
738,HP,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10
793,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD FirePro W4190M,Windows 10
876,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,No OS
919,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,No OS
1089,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,No OS
635,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10
1158,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10
284,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux
287,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux
290,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux
344,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10
811,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
153,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6820HK 2.7GHz,Core i7 6820HK 2.7GHz,Core i7 6820HK ,64GB,64,1TB SSD,,1000,0,"1,000",Nvidia GeForce GTX 980,Windows 10
432,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960<U+039C>,Windows 10
154,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 965M,No OS
593,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,6GB,6,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960M,Windows 10
142,Asus,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1060,Windows 10
620,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",AMD FirePro W6150M,Windows 7
847,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960M,Windows 10
851,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960M,Windows 10
855,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960M,Windows 10
922,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,IPS Panel Quad HD+ / Touchscreen ,3200x1800,Intel Core i7 6560U 2.2GHz,Core i7 6560U 2.2GHz,Core i7 6560U ,16GB,16,1TB SSD,,1000,0,"1,000",Intel Iris Graphics 540,Windows 10
888,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,1.0TB Hybrid,,1000,0,"1,000",AMD Radeon R7 M360,Windows 10
875,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,4GB,4,1.0TB Hybrid,,1000,0,"1,000",Intel HD Graphics 520,Windows 7
576,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,6GB,6,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10
579,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,6GB,6,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10
582,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,6GB,6,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10
857,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,1.0TB Hybrid,,1000,0,"1,000",AMD Radeon R5 M330,Windows 7
933,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10
560,Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,12GB,12,1TB HDD,,1000,0,"1,000",Nvidia GeForce 150MX,Windows 10
62,Acer,Notebook,15.6,IPS Panel 1366x768,IPS Panel, 1366x768,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,12GB,12,1TB HDD,,1000,0,"1,000",Nvidia GeForce MX130,Windows 10
428,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon 530,Windows 10
54,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce MX150,Windows 10
748,HP,Notebook,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel UHD Graphics 620,Windows 10
493,Dell,Ultrabook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon 530,Windows 10
546,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon 520,Linux
794,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel UHD Graphics 620,Windows 10
813,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel UHD Graphics 620,Windows 10
836,HP,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10
406,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel UHD Graphics 620,Windows 10
800,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10
45,Acer,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Linux
52,Acer,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Linux
192,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10
416,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10
491,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10
341,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1.0TB Hybrid,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10
871,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10
938,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,No OS
671,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.50GHz,Core i5 7200U 2.50GHz,Core i5 7200U 2,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10
407,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,12GB,12,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
13,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10
174,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920,Linux
333,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics,Windows 10
509,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
950,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920M,Windows 10
1121,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,No OS
1129,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
1079,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,Windows 10
301,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Linux
361,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
363,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M420,Windows 10
834,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
966,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,No OS
1001,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
195,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
1085,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 940M,Windows 10
65,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
214,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
324,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10
413,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Linux
456,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
508,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Windows 10
668,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
770,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
939,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
700,HP,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10
867,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,No OS
1106,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 940MX,No OS
277,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Linux
317,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10
408,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Linux
477,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
541,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10
197,Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10
791,HP,Notebook,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10
903,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 6300HQ 2.3GHz,Core i5 6300HQ 2.3GHz,Core i5 6300HQ ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 950M,Windows 10
185,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 6300HQ 2.3GHz,Core i5 6300HQ 2.3GHz,Core i5 6300HQ ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 950M,No OS
1019,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,No OS
884,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,No OS
882,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,8GB,8,1.0TB Hybrid,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10
